file_id,fold,mfcc_mean,mfcc_std,chroma_mean,chroma_std,spectral_contrast_mean,spectral_contrast_std,tonnetz_mean,tonnetz_std,zero_crossing_rate_mean,zero_crossing_rate_std,rmse_mean,rmse_std,spectral_rolloff_mean,spectral_roloff_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,contrast_mean,contrast_std,mel_spectrogram_mean,mel_spectrogram_std
147926-0-0-50,fold2,-389.7416,9.8952055,0.707409,0.2220153,18.149714322973775,12.702932759226469,-0.01662925918228277,0.1720502931782468,0.020016708815028903,0.010626680190039683,0.03425487,0.011877095,1945.0830360368498,424.4840641931751,1005.9146481741875,181.9137962900816,1851.2218522861353,140.3457036096602,18.149714322973775,12.702932759226469,0.072655246,0.5995614
169098-7-4-11,fold2,-205.91565,46.03178,0.47161824,0.28383985,18.25029998554769,12.540917530478236,2.2556080946467315e-05,0.06162017526148409,0.0714301842485549,0.013611135804250161,0.08244505,0.028089674,4364.518887734826,1418.453407506979,1868.2003923661111,355.8591618007999,2438.780307420524,362.7704570639416,18.25029998554769,12.540917530478236,0.43252084,1.6031334
98202-9-0-10,fold2,-273.9826,22.254381,0.46979502,0.28099927,20.49875474801811,14.116881315042027,-0.011029435985489191,0.07749850978776315,0.08928490787572255,0.03256085636186266,0.044469044,0.013263483,3627.909083724711,928.6189894446517,1760.4999249775665,417.2405611477807,2041.0995270624062,230.99297128004355,20.49875474801811,14.116881315042027,0.116842456,0.56374174
156893-7-6-0,fold2,-162.10233,21.229189,0.62043947,0.22230016,16.705762829718534,12.746261820701747,0.013721323886381306,0.04995105457210935,0.35514613560267855,0.035774876720720536,0.05147719,0.0049614,8599.822998046875,216.6951711619613,4438.760513667131,248.45507473311926,3217.594886845479,61.32859180117422,16.705762829718534,12.746261820701747,0.08562561,0.15273926
189023-0-0-0,fold2,-447.99106,6.0139837,0.6670815,0.21314728,16.75030309813426,13.485457545276876,0.012438355555260785,0.05550993812385206,0.04690040191473988,0.00701783571360479,0.007934812,0.00075291004,2585.2290688222542,270.00103124533564,1279.4541542003674,108.94785050669883,1829.9532587048948,74.49824527949106,16.75030309813426,13.485457545276876,0.0036477747,0.014140235
203929-7-6-10,fold2,-227.94635,7.324349,0.6161452,0.21903364,19.923209291784616,15.103047331172688,0.0009452084934089641,0.032089534517017806,0.07094754786849711,0.0076441960887934715,0.071243756,0.0053249686,2544.5275808345377,323.97216371678707,1264.9891833102977,93.28689225957399,1455.8399581709944,81.88049084845848,19.923209291784616,15.103047331172688,0.29517004,0.6852589
96475-9-0-5,fold2,-267.16724,42.196835,0.413871,0.34807813,20.085305709774083,13.701890863602518,-0.02417875476912579,0.11669609441912204,0.05086874548410405,0.03135692506376453,0.09731182,0.053140517,2369.2746906611274,586.6005743876665,1216.2345638300012,277.85213613804683,1673.3744528959078,181.52042541936237,20.085305709774083,13.701890863602518,0.6890118,4.9517884
159747-8-0-17,fold2,-573.5806,80.77062,0.49791732,0.2878111,21.92863032444632,12.53791906835797,0.010882536241373829,0.1281716849403707,0.057312364523121384,0.029135281908308847,0.0050003384,0.0029747237,1869.5301210260116,600.3624756460177,1027.5686261045278,258.368228232055,1419.9762157957653,202.83336208730378,21.92863032444632,12.53791906835797,0.00180421,0.015012517
169098-7-0-2,fold2,-232.36526,17.197422,0.537286,0.25760388,17.99209241212368,12.433579497511772,-0.019722768650303594,0.10227954313019424,0.0725902050216763,0.022267768799622233,0.06049555,0.00673086,5173.445402817919,1580.1003287352414,2099.2011775125334,546.3599898892311,2690.635836857596,361.9889003726367,17.99209241212368,12.433579497511772,0.21312355,0.8555981
201652-5-4-9,fold2,-398.55807,9.377981,0.7974877,0.15549748,17.142348721944117,13.194603097808013,0.0668415037223378,0.10818095109100365,0.024783801481213872,0.007863648268414868,0.023051457,0.0032172333,2618.5868632586707,226.48961272736855,1162.5996262376907,124.71531175977371,1810.1175662270782,82.66005188785924,17.142348721944117,13.194603097808013,0.030772295,0.21704033
160011-2-0-9,fold2,-322.00327,39.046654,0.7146897,0.19101216,17.030502996555647,12.51286264131693,0.005493886894658675,0.03986268921151803,0.061935513005780346,0.06369465284734155,0.033132344,0.0048049497,2973.573541365607,1613.6616163415679,1513.798532049969,794.4811150820512,2042.177467895883,360.61960800046046,17.030502996555647,12.51286264131693,0.060571212,0.3197688
106015-5-0-0,fold2,-272.69833,11.266852,0.4700917,0.2813194,21.568766792370003,12.726502274954004,-0.007724108583137314,0.13653685299288165,0.032971685332369945,0.003205774271518688,0.1115709,0.0073356386,1591.8389292810693,412.6695598604455,848.8251091623346,76.34191339605832,1388.9594500077733,98.85555380706072,21.568766792370003,12.726502274954004,0.7387898,2.7472522
23131-3-0-0,fold2,-367.62878,22.923906,0.37577903,0.30123177,21.42864935309685,12.812931839898717,-0.0070645656021838315,0.06795966740656725,0.13651529947916666,0.04329474886293307,0.017749866,0.009779701,5654.7088623046875,1683.4488466899732,2578.2923830764453,574.6623669138644,2654.6758767320184,333.450296907003,21.42864935309685,12.812931839898717,0.022368992,0.17580983
165775-7-1-0,fold2,-214.02055,48.933094,0.47960857,0.2919288,17.513740711535373,12.47521247397459,0.01860802036755079,0.04434867169295758,0.2901826746323529,0.05246902618155956,0.05429059,0.0070084613,9432.809627757353,352.2405389269152,5279.557259131683,823.8802428487057,3484.163861248934,176.5694234329292,17.513740711535373,12.47521247397459,0.06691434,0.22860226
74458-9-2-18,fold2,-322.76385,31.647303,0.7043096,0.1987065,17.32047735726405,12.805746442444446,-0.009695736128642801,0.06880641694087732,0.03688922507225433,0.009638838987005039,0.03999911,0.0093792165,2552.6180906791906,646.1100247504855,1257.1068748079922,248.26065671407235,1910.373970885472,242.23545891069355,17.32047735726405,12.805746442444446,0.09211965,0.63069177
158597-2-0-41,fold2,-348.1985,18.17559,0.6809594,0.22154619,17.26114021879528,12.267076071048864,-0.02313908985262683,0.044458903105032,0.04238732839595376,0.018872779110184167,0.028995221,0.0045218323,3001.7036217485547,715.9924189011467,1369.2391855445296,253.61462111186938,2062.115581576548,222.86083549295577,17.26114021879528,12.267076071048864,0.047266755,0.2601318
72567-1-4-0,fold2,-345.33035,36.77266,0.39679828,0.29305485,22.295343383080688,14.679241709425412,0.025137164781779128,0.07752406659264967,0.2034072434971098,0.0245567485414213,0.034139093,0.009521747,3155.672247561416,110.92547655429408,2041.4650401800416,142.7838577560513,1056.4648115400503,55.747920011439476,22.295343383080688,14.679241709425412,0.041974768,0.18338373
182739-2-0-24,fold2,-415.05673,24.595694,0.46065566,0.2767376,18.453482152690555,13.578379270928556,0.009953928604498482,0.04135929111699931,0.08155425848988439,0.015137033198513672,0.010514378,0.002612723,2380.8503432080925,309.81526887393267,1329.329423399341,152.2129635979675,1403.4007792023597,135.32957567304462,18.453482152690555,13.578379270928556,0.0064556357,0.02414656
169098-7-2-0,fold2,-226.79541,27.604204,0.60868824,0.25177106,17.38543832569584,12.711835331534076,0.0007997281061688073,0.08468217977792843,0.0834932713150289,0.035273792049413694,0.060760576,0.018406952,5861.014270231214,1308.2780959737154,2428.614633108182,579.8653546602097,2863.9226419888078,301.23691100990237,17.38543832569584,12.711835331534076,0.22637746,1.6102648
102871-8-0-9,fold2,-293.9587,16.667522,0.349941,0.291069,20.280964048686645,13.261055163815543,-0.009974801194168482,0.09003655160388194,0.11793826770231214,0.0127548244041235,0.032075033,0.005754603,2704.3462676119943,323.1343588512278,1702.6221559696926,111.92325851502659,1550.5285409025375,121.72475328347741,20.280964048686645,13.261055163815543,0.05144511,0.19602941
74507-0-0-12,fold2,-184.95271,6.8296614,0.5894517,0.22915916,18.057250558522128,12.688402409002624,-0.036881732944511275,0.10432766795420581,0.082663475433526,0.007291685229416392,0.06987607,0.004135168,3590.0703915281792,340.28353847944516,1730.2767705093481,119.15502177919079,2033.7818168938588,84.7523751532052,18.057250558522128,12.688402409002624,0.27494556,0.62395275
77751-4-6-0,fold2,-333.93362,46.9614,0.59340906,0.250627,19.0712538552582,13.95672865321448,0.04256639207882049,0.08008536656913696,0.04891209693471338,0.0238560952992389,0.033985853,0.012511774,2407.055508558917,969.4323815610497,1337.94972448634,401.59406661497553,1991.818907223806,205.30673719409012,19.0712538552582,13.95672865321448,0.07767214,0.30393502
159750-8-0-6,fold2,-751.3895,30.022396,0.2301477,0.3067957,20.805329283138025,11.364147534379471,0.037968363269620824,0.12676543946025418,0.09499469382225434,0.015284847008923838,0.0005661227,0.0004007107,2705.5909614342486,597.7452328970738,1644.187949547464,163.13523613020033,1898.3199607731137,312.0069240134823,20.805329283138025,11.364147534379471,2.5945288e-05,0.0003505132
172593-2-0-29,fold2,-296.85162,24.369411,0.44036564,0.28276592,20.693374326274256,11.945865053527264,0.008452256570822195,0.05079408552217492,0.1215848536849711,0.024195844276049993,0.026061157,0.006862004,3832.2878093388726,436.1151031433459,1920.5398073868773,232.94931250196234,1846.8612196145014,223.18357796115015,20.693374326274256,11.945865053527264,0.03554691,0.13284841
180126-4-4-2,fold2,-151.80055,11.329119,0.6136759,0.21105099,17.56240559161315,14.043720053209784,-0.001731910682173815,0.04694970860901136,0.2872504967485549,0.020644765759534386,0.0680722,0.0082042925,5640.827933074422,219.29548306061318,3491.9537493607845,151.1815951422887,2153.4054324513518,88.12337242673824,17.56240559161315,14.043720053209784,0.12279258,0.17879923
172593-2-0-28,fold2,-314.87625,19.523645,0.4686825,0.27310994,20.343760071364848,11.854350005385012,0.01063595491809789,0.04457650132713154,0.11312883851156069,0.02669581254612541,0.021981766,0.0050845477,3779.886199421965,550.8504976065285,1883.22328369032,303.79962584282623,1857.6694898411254,256.33090551341184,20.343760071364848,11.854350005385012,0.02624176,0.1238202
14387-9-0-12,fold2,-398.60855,34.177853,0.333076,0.30107749,21.40923495611628,11.913065149331418,-0.0029429787500744697,0.0664413367363567,0.06489060242052024,0.020390416910852242,0.032298293,0.022310326,2190.7855965498557,696.2698867943473,1093.8295495789519,253.6074524742484,1430.309918650954,200.9367084402018,21.40923495611628,11.913065149331418,0.08472534,1.4008462
112195-3-0-38,fold2,-295.48108,52.332417,0.3572449,0.3043779,18.98875205729995,12.563161649652075,0.010767706471519133,0.05409145328087502,0.07935275921242775,0.021002072977773442,0.0790369,0.054720167,1830.1977962427745,340.1193227874055,1232.4415009442312,224.09190329683207,1278.9873978589037,151.16990090381523,18.98875205729995,12.563161649652075,0.5066524,4.3757567
159750-8-0-7,fold2,-774.51483,11.497548,0.22175653,0.31094718,20.425613201625215,11.59184488176829,0.047926195274324936,0.1212152497138901,0.10410269147398844,0.018727607036858187,0.0004450697,0.00020477996,2835.163588330925,694.8195761373125,1756.1107572559147,162.0595876758587,2062.485898545163,203.26001393866827,20.425613201625215,11.59184488176829,1.2467888e-05,0.00012840559
60591-2-0-2,fold2,-335.14655,25.343157,0.4446187,0.28354067,18.96944965512702,12.189005144889103,0.016491043566522142,0.04888272332861608,0.07107173500722544,0.018824450041959883,0.024666268,0.008457065,3226.4953260476877,1045.8147557452162,1582.0108263751194,330.1767646253009,2095.3730850571114,326.17696902208843,18.96944965512702,12.189005144889103,0.03933912,0.2528585
172593-2-0-14,fold2,-336.3657,22.461441,0.49200577,0.2750562,20.37080251303292,11.678690434705501,-0.006409165903555426,0.04464376201671973,0.12326138005780347,0.02984532930075986,0.016792431,0.0034569919,3927.1334785946533,537.7760985907072,1993.026852856479,282.8720317294751,1958.3393334324483,170.06869939219325,20.37080251303292,11.678690434705501,0.0145570515,0.053424478
102871-8-0-8,fold2,-273.15134,12.87655,0.32568195,0.30308494,20.939624896161153,13.756128118231002,-0.01174086463149119,0.08744137189747674,0.12344201589595376,0.00981536406941025,0.042101245,0.008676611,2921.545339595376,336.7570604989987,1793.532865784734,111.36561757817634,1590.000622223825,117.73298585239513,20.939624896161153,13.756128118231002,0.085880324,0.36778352
74507-0-0-13,fold2,-185.46164,7.3624353,0.58620137,0.23354636,18.1670782734148,12.625993317207948,0.004008242367495476,0.09751376934962146,0.08292313945086706,0.007506151055452,0.068917446,0.0043136845,3600.152411488439,331.9184200220646,1741.1395126628684,115.37946771718345,2029.5438427342642,80.29143861947162,18.1670782734148,12.625993317207948,0.26691225,0.6121223
155219-2-0-57,fold2,-343.68738,39.520103,0.582897,0.26636076,18.86778543885236,12.222807442776972,-0.010109652317728505,0.07763411571435137,0.05345127348265896,0.04470378919079829,0.038227715,0.02078551,2927.1464617955203,778.9175197597351,1392.887283843921,463.40588742895756,1907.6716603066718,236.5407658711786,18.86778543885236,12.222807442776972,0.085301094,0.5352904
72567-1-4-1,fold2,-345.53812,16.788237,0.42596272,0.29081297,21.886135056740496,14.51345858191706,0.01511104564156095,0.0659456075138824,0.20880656159682082,0.03168602443780789,0.030377261,0.009407712,3212.305816473988,125.46773036857003,2016.0818411101422,215.16450498941387,1118.3046969991408,56.00072468892933,21.886135056740496,14.51345858191706,0.03524277,0.17365377
106015-5-0-1,fold2,-272.80652,9.104988,0.4454113,0.2809846,21.39337266702623,12.868824618986174,-0.02470599766221142,0.15589078519425653,0.03422766889450867,0.00359451471410481,0.108352944,0.0066874977,1624.3254380419075,420.97874664705705,856.3289316607531,85.82226290809102,1374.4875373008504,115.66460462318639,21.39337266702623,12.868824618986174,0.7145182,2.7110047
201652-5-4-8,fold2,-399.96082,9.901116,0.7961889,0.15101555,17.244319992875127,13.134656797587402,0.06458785399808159,0.1036857310480106,0.024176977962427744,0.007712297231930846,0.023169726,0.0028863105,2592.8217011380057,218.34711221005057,1145.2721954779356,115.16516560912979,1799.5153513481387,75.87750622781844,17.244319992875127,13.134656797587402,0.030761471,0.21021853
169098-7-0-3,fold2,-217.56104,17.442425,0.548055,0.25501433,18.151015846576726,12.286342402001509,-0.028098737088388923,0.11115844651340133,0.082347362716763,0.020498586819245837,0.0627226,0.007648171,5383.4252506322255,1352.1153620389723,2192.433821960734,494.17091557182766,2702.271484411092,307.34831075346506,18.151015846576726,12.286342402001509,0.22767289,0.89761466
159747-8-0-16,fold2,-501.89035,41.054348,0.32925656,0.31880748,23.735257628171155,12.434886139730466,-0.0010072382312893856,0.15510292695294084,0.07595454750722544,0.029824037174731286,0.01746203,0.013635046,1844.138367052023,414.09517471326404,1026.0955985849928,148.90072660333428,1268.6937114714162,175.4931644572713,23.735257628171155,12.434886139730466,0.027648369,0.33303353
189023-0-0-1,fold2,-446.01697,6.166691,0.67080015,0.20103003,16.847176700546466,13.417074391744825,0.021134497927860926,0.05014908491123248,0.044998080744219654,0.006298155969697224,0.008289679,0.0008316118,2563.571396315029,279.01832532479017,1271.0890072027082,114.60274191383438,1826.7813563062753,73.9846590746198,16.847176700546466,13.417074391744825,0.0040095514,0.016588766
96475-9-0-4,fold2,-253.9782,27.559772,0.3327906,0.35072714,20.515518097659466,13.598013235384336,-0.009282987001992435,0.1518429874160749,0.041605513908959536,0.010491432329514215,0.11699474,0.04795148,2298.8250203215316,668.1890670270054,1160.924886161516,228.75294202630698,1663.6014329596871,232.6495824795705,20.515518097659466,13.598013235384336,0.9281738,6.3303823
203929-7-6-11,fold2,-231.91982,8.886739,0.62373984,0.21638311,19.898197341956017,14.824030030015809,0.00018772604806111483,0.03081316700418309,0.06832268334537572,0.006762565970519862,0.06970686,0.005431232,2457.896890805636,300.9014814070543,1239.9403418624818,90.46257763663225,1436.6360439425637,89.08448721354851,19.898197341956017,14.824030030015809,0.28236502,0.67302173
169098-7-4-10,fold2,-165.049,27.249464,0.4666388,0.27508223,18.419524174495432,12.69974114495193,-0.012786310683881596,0.060918653210892196,0.0818703712066474,0.01005557491194382,0.10730893,0.026200613,3563.558413114162,1170.5387123501155,1762.176160777738,313.6185361915325,2165.6291940902897,345.97001098752884,18.419524174495432,12.69974114495193,0.6827055,2.1473005
197320-6-3-0,fold2,-563.4689,144.4144,0.59671307,0.23773016,17.425813105368714,12.079363598561333,0.006969344519163834,0.04355872361588958,0.16813449684633028,0.07737099920380439,0.011980609,0.037770092,6533.055296731652,2007.566220420794,3100.9749446882092,965.5973870842323,2852.4811338834916,527.168768898719,17.425813105368714,12.079363598561333,0.06543315,1.4454325
4911-3-0-0,fold2,-295.62775,94.33195,0.3014787,0.31782362,18.75323158594619,11.909762300901592,0.02522805992191824,0.0952920690562881,0.05380859375,0.014181691598216134,0.1348702,0.075264804,1983.2080078125,244.08624242944188,1241.4044964094628,143.25530241435794,1454.4129251680126,206.97988225167893,18.75323158594619,11.909762300901592,1.381188,12.366433
203929-7-7-2,fold2,-196.03058,10.156164,0.5891678,0.2307487,19.57008381630374,14.708098419310007,0.0021585479411879984,0.03567597203115767,0.08553671423410404,0.009694767909317555,0.081434384,0.007863971,3120.074004244942,332.3195912615789,1477.1386316579644,120.50620562580158,1586.6613476325679,131.95128392615226,19.57008381630374,14.708098419310007,0.3770277,0.80686295
123688-8-0-12,fold2,-384.84863,30.87774,0.5449847,0.25785634,17.396516002953835,12.249717431744656,0.0032824496536798336,0.044267273709747014,0.1005915823699422,0.021754274163330832,0.009995332,0.0021272115,3857.9285020773123,1008.4557279717712,1934.2100495601785,343.2980101235358,2204.0381822340505,237.97719056336092,17.396516002953835,12.249717431744656,0.0054128664,0.01888398
149370-9-0-32,fold2,-224.0074,35.343533,0.52910316,0.25327575,18.023377136827516,12.790340098989578,-0.007091016125837374,0.07658985585720147,0.09575675126445087,0.018266149333364,0.048780438,0.010243492,3431.6208679552024,715.4992060940292,1771.5900987917005,302.4347680105439,1940.5150831624135,275.05172119072284,18.023377136827516,12.790340098989578,0.13281636,0.34417367
203128-3-3-0,fold2,-349.36777,140.78334,0.29978466,0.33683437,21.11713621531758,11.958350988440523,0.03612714982293152,0.10584171221927412,0.0822509765625,0.01966959972115886,0.087985404,0.087344915,2758.4033203125,1406.8104856096113,1618.4887632690356,603.1114723807824,1747.5938699014193,471.09286146014426,21.11713621531758,11.958350988440523,0.85405093,7.5143414
96169-9-1-55,fold2,-259.74796,44.16251,0.4033485,0.2901842,20.216280769066568,13.969936215232835,-0.0007695964400873522,0.09636374224351828,0.10883591492052024,0.035840809808935836,0.04552606,0.013493776,3990.861802294075,896.7347209576684,1976.045284052111,445.08187962154165,2052.56215885939,181.56740360498017,20.216280769066568,13.969936215232835,0.110068455,0.45080405
93193-9-0-4,fold2,-222.30342,16.507385,0.5507308,0.23718217,18.01982956211137,13.180760935440619,0.006156764057660545,0.040334180019093106,0.16466367864884393,0.013459487785685129,0.045603868,0.00869945,3385.816135296243,222.0680290717757,2199.1450763290627,107.60748298707367,1750.0825124018397,101.30062844544081,18.01982956211137,13.180760935440619,0.08206076,0.17120212
174994-3-0-1,fold2,-433.72714,179.06065,0.53423446,0.30197576,17.990254543176125,12.307083542646227,-0.00231070088410141,0.05397135818560267,0.12335169797687862,0.06077264240176357,0.04712891,0.08888133,4420.405640354046,1335.0456663247603,2295.0460990440474,662.1093542447912,2283.083209229332,390.4318457096586,17.990254543176125,12.307083542646227,0.4446917,4.699711
123688-8-0-5,fold2,-394.01202,12.383501,0.55775917,0.27076215,17.753888670205683,11.5882947560183,0.004890077553216261,0.06967708687310148,0.06699331647398844,0.02080258458438211,0.012221816,0.0036829063,3278.0256502890174,455.07977318080975,1661.1829888999262,212.20356919712202,2097.866390751728,200.60666018691063,17.753888670205683,11.5882947560183,0.009212445,0.062766686
169098-7-4-7,fold2,-185.60165,28.163078,0.48830768,0.2848139,18.414992329135305,12.303144355884006,-0.025413645779664894,0.07213059925469816,0.06799245845375723,0.013008766590991554,0.097082965,0.014985521,3277.40330337789,890.3296563680494,1629.078789519716,251.95029687354662,2100.515074419754,243.38622412439778,18.414992329135305,12.303144355884006,0.55487704,2.2807097
34621-4-13-0,fold2,-353.32327,142.2743,0.6472595,0.2504489,17.601914540624797,12.427229950010814,0.010937233774187188,0.0638469520054482,0.05655184659090909,0.031907183366437414,0.040439237,0.03184655,2486.1061789772725,684.5020042896585,1344.6973013523864,266.98988676290304,1837.6878288150117,322.5020081299996,17.601914540624797,12.427229950010814,0.14234185,0.5073414
203929-7-5-0,fold2,-215.81087,10.808826,0.6140689,0.22363573,19.989008086670186,14.407053878735113,0.009090729891409466,0.03668065847922266,0.06874887102601156,0.00836041256583703,0.07916034,0.011579077,2558.9660291726877,278.6383277896604,1283.9300633694022,91.74236826722506,1501.076575163077,76.31556107266995,19.989008086670186,14.407053878735113,0.36697257,1.0277916
72567-1-2-5,fold2,-356.90027,15.498085,0.32116264,0.2883981,21.67239747715923,14.486624143107596,0.021433463122117098,0.06804233409205795,0.21528404985549132,0.02561728958796909,0.03170551,0.006860527,3107.378127257948,82.13093110626713,2067.4609367476774,116.56646085615812,1095.2569057985295,66.77980824847371,21.67239747715923,14.486624143107596,0.031908553,0.10592831
194841-9-0-48,fold2,-467.94193,18.455168,0.18379903,0.29749605,21.02322361781039,12.263589850978034,0.014745993389294236,0.10004850182130416,0.05100986723265896,0.007388856602338112,0.024674267,0.007628059,1248.054495574422,402.2325101461141,813.8497221444723,170.2249304459806,1262.0449956664356,230.82520615407307,21.02322361781039,12.263589850978034,0.035927005,0.28479815
69883-3-0-5,fold2,-447.37347,35.931545,0.36003366,0.31121275,17.9507090996007,11.756522292678225,0.01132384423334839,0.09714207814918865,0.07108302474710983,0.019023969224965888,0.008612874,0.0053691794,4483.01373961344,1379.0647202300336,1942.989208770737,303.41514448074224,2478.91150352158,378.36197894632744,17.9507090996007,11.756522292678225,0.0057499483,0.040069282
169098-7-4-5,fold2,-198.85938,30.933855,0.45922962,0.28143996,18.02263643904161,12.772174172865443,0.012562440642907574,0.05307675125133611,0.07774679371387283,0.017396005076528453,0.08204291,0.020615479,4575.992368135838,1413.0125218057797,1974.24330530756,467.3826291179771,2454.246168594941,367.953217703567,18.02263643904161,12.772174172865443,0.41221073,1.918141
123688-8-0-7,fold2,-405.67914,9.940307,0.59807163,0.23496759,17.80087929912954,11.741665445102473,0.016203795431029736,0.07591948773981562,0.06944601246387283,0.016151348055567633,0.010269317,0.0018475734,3352.4583408598264,347.29406790762596,1688.111944755956,165.01835047249932,2074.412506656376,126.84332448978081,17.80087929912954,11.741665445102473,0.006106694,0.038291167
76086-4-0-22,fold2,-112.38646,55.321068,0.50710195,0.2591999,19.69246201139519,13.123403456332804,0.008853129883987279,0.1002733387656832,0.21340995303468208,0.03018993076739598,0.13640864,0.049590044,4702.826668623555,405.15630909155254,2874.0498972807422,243.01523957509332,2038.3822819602237,92.56494291738255,19.69246201139519,13.123403456332804,0.72795373,1.6071934
76086-4-0-36,fold2,-89.75854,8.479568,0.3782288,0.2542431,19.35812331055818,13.464319838771457,-0.04079911911175787,0.04197899283643871,0.14265433074421965,0.014918075557938573,0.17433058,0.016136432,4144.581489342486,184.60609611990844,2378.977309281985,92.25650790342691,2055.2663838138515,79.15966043621302,19.35812331055818,13.464319838771457,1.4854939,4.524666
197320-6-1-0,fold2,-542.9286,155.92865,0.5874473,0.23986672,17.500400300882674,12.089702700757933,0.0019526628236148141,0.04642625909930903,0.1554287997159091,0.06934611756734801,0.014729079,0.041072693,6137.941672585227,1983.2979907200743,2914.385356110065,947.5318300489087,2733.513313365741,515.244421076475,17.500400300882674,12.089702700757933,0.084752515,1.2762598
123688-8-0-10,fold2,-400.69653,17.632713,0.59813845,0.23130964,17.35804560659492,11.819962438688163,0.0062150328438815294,0.051752294565218855,0.08032367684248555,0.011608583425002584,0.009395767,0.0012799621,3153.1828599169075,320.36300904345984,1656.2524420173531,160.92028699247763,2008.737329470707,149.4791651395175,17.35804560659492,11.819962438688163,0.0048508765,0.016442828
74495-3-0-1,fold2,-490.62247,113.205826,0.35707673,0.30195332,19.425708028547323,12.366362866649895,0.034471593816468984,0.06840936082371121,0.10719608020231214,0.026886805302320873,0.02634821,0.05435207,3248.899814848266,1091.2025939009397,1811.0571244837558,356.49053993449536,1798.036250219459,411.9788272646067,19.425708028547323,12.366362866649895,0.14781314,3.0191445
